,id,sg_uf,natureza_juridica_macro,setor,idade_empresa_anos,fl_rm,nm_segmento,de_saude_tributaria,nu_meses_rescencia,de_nivel_atividade,de_faixa_faturamento_estimado,vl_faturamento_estimado_aux
22,17bd634cc590c6c679021bc42589830a90a3d226ceee226b5ab414d5aa8210bd,PI,OUTROS,COMERCIO,0.4712328767123288,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,23.0,BAIXA,SEM INFORMACAO,210000.0
23,94fed6590e85e554f490474fe2bcc1c1c2d76f97e1292070a225ab95e118e83d,MA,OUTROS,COMERCIO,23.115068493150684,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,28.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",185457.6
24,86eedaf368b0bd272cc9f80c6693b58f16b4a484f9c923e9e8b0fa54d887817e,RN,OUTROS,COMERCIO,1.5835616438356164,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,10.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
25,cdbe1d8ae7a9c080dc025b1b33ad91f097858def5c889d3bf562a1fb59060005,MA,OUTROS,COMERCIO,12.923287671232874,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,22.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
26,1a0b6e6ba9f28cb1137378e2d4805662048e78c333a2abf87f73e9a0776dddeb,AM,OUTROS,COMERCIO,4.536986301369863,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,52.0,ALTA,"ATE R$ 81.000,00",50000.0
27,d4d6fe6beaf3011c6771ecb4dd98a4135184b7304736f4f2cb05e90a7ba6dfc7,RO,ENTIDADES EMPRESARIAIS,COMERCIO,24.975342465753428,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,LARANJA,23.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
28,1e929082659e29d649d0f784b1ef6f6352d5984beb33fce91f60f62b967cd4dd,AM,OUTROS,COMERCIO,47.51780821917808,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,LARANJA,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
29,9802de4ba08fec9c7c4a1efa61866071c10cb63df0a2ea9be8d935c64544240a,PI,OUTROS,COMERCIO,20.649315068493152,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",185457.6
30,0a05ef343496299e9f8c54cd951796c3f5a13dee93aa078c6d0cb9342960480f,RN,OUTROS,COMERCIO,2.6575342465753424,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,27.0,ALTA,"ATE R$ 81.000,00",50000.0
31,5ee721ecd886602f91ac30987582247982b4f437cae06f20e9196b8fc79fbf5a,RN,OUTROS,COMERCIO,6.947945205479453,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,26.0,ALTA,"ATE R$ 81.000,00",50000.0
32,26bdeb6de15f66ce158b7ddd473860352b48e7693be2edf4ee8ab4abdce615e9,MA,ENTIDADES EMPRESARIAIS,INDUSTRIA,43.186301369863024,SIM,INDUSTRIAS DE TRANSFORMACAO,VERDE,22.0,ALTA,"DE R$ 1.500.000,01 A R$ 4.800.000,00",2110000.0
33,b9ae0d174f9350b72b99f3e87e86c9c5824605606e38733f350e0f46b91fe760,MA,OUTROS,COMERCIO,10.136986301369864,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
34,d0f329d962ab584908e1f88d29a784f4efb87eba4349c2910645a1041e8d0380,RO,OUTROS,COMERCIO,0.6767123287671233,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,23.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
35,4c43f4afaf4b1d5b08f83ecbac8128b8113a9c526afe61028a8108dbaa615211,RO,OUTROS,COMERCIO,3.084931506849315,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,27.0,MEDIA,"ATE R$ 81.000,00",50000.0
36,e5aeb8197c61261b80d66f1da4e3760e240a1f5557208afbde7feb16ffc6440a,PI,OUTROS,INDUSTRIA,23.73150684931507,SIM,INDUSTRIAS DE TRANSFORMACAO,VERDE,22.0,ALTA,"DE R$ 360.000,01 A R$ 1.500.000,00",1081836.0
37,d4cb950ffc7f6de0a38403a590bff553a03185b1ec9dac998e7b8f3e6e29d647,RN,ENTIDADES EMPRESARIAIS,INDUSTRIA,16.350684931506848,SIM,INDUSTRIAS DE TRANSFORMACAO,VERMELHO,47.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
38,970bd8cf79092651d11054505b5801b198e4b32c065873874631b388525663f3,AM,OUTROS,COMERCIO,12.761643835616438,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
39,4e015f4b6f401dcb9e258517c44438e3327e6c64d8c59344f2c72531ab1665b9,PI,OUTROS,COMERCIO,8.016438356164384,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,25.0,MEDIA,"ATE R$ 81.000,00",50000.0
40,3149cee2c71cee081f981fdf2c380c25196d4573fda4356cc25c1ec30057ecd8,RO,OUTROS,INDUSTRIA,5.405479452054794,NAO,INDUSTRIAS DE TRANSFORMACAO,VERDE,23.0,MEDIA,"ATE R$ 81.000,00",50000.0
41,ebc94004353350b0c584663d0c669251e5fb1098b75386efa878d0607097a3f9,MA,ENTIDADES EMPRESARIAIS,COMERCIO,4.515068493150685,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,50.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",247276.8
42,f8508866dc7f78b0304ad63393372107a1cfb7fc458da5e18770e4125a6909f0,MA,ENTIDADES EMPRESARIAIS,COMERCIO,18.8,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,23.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
43,2a0a6aabfe7b142216318234bbfdef94db20250fe952227bedc3b495331e0397,PI,OUTROS,COMERCIO,16.158904109589038,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,22.0,MEDIA,"DE R$ 360.000,01 A R$ 1.500.000,00",1112745.6
44,9e3e4ebed442ded90bd38a5e75a7cc24acc849412a585e5dfa945a691da8aaf9,RO,OUTROS,COMERCIO,18.019178082191786,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,23.0,ALTA,"DE R$ 360.000,01 A R$ 1.500.000,00",1483660.8
45,eb894876806a6fa11b677e686d75a11421876d8597fd06d96f9db41018e30ad8,RN,ENTIDADES EMPRESARIAIS,COMERCIO,28.12054794520548,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,23.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
46,ac1232d6908cb853de36cf3c309a21b9bf866186ebfcd371e8d026b8ae8b5242,AM,OUTROS,COMERCIO,0.24383561643835616,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,23.0,MEDIA,SEM INFORMACAO,210000.0
47,2bd4866906c6922cac3548420e09c791ce275dcefc9c9b36ce04108b86adadd3,RN,ENTIDADES EMPRESARIAIS,COMERCIO,0.547945205479452,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,23.0,MEDIA,SEM INFORMACAO,210000.0
48,f7bdb72b855814f27fef38d8ca5113816193a18d60abd4b5672a71d6e11b4b7f,RN,OUTROS,COMERCIO,7.684931506849315,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,28.0,ALTA,"DE R$ 360.000,01 A R$ 1.500.000,00",370915.2
49,0d2a807a3ca7367640f13e08d9faca46308b14dfaf68652756f5e14655d5ea8d,RN,OUTROS,COMERCIO,2.5835616438356164,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,23.0,ALTA,"ATE R$ 81.000,00",50000.0
50,b356c002b4bfe5c3a4419806cdfe5f3fa7a50a4b8abb38042aa1add5d7961cab,MA,OUTROS,COMERCIO,9.287671232876713,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,26.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
51,d7cd78925af3dc43805480a0538fd6dfc387dbab810be4bbade73a786065372d,AM,ENTIDADES EMPRESARIAIS,COMERCIO,34.084931506849315,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,LARANJA,23.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
52,cf9c35a05bb829d2437d73d04bff2adb24ee0ecc4e6e4fad1a9e19815d857ce6,RN,OUTROS,COMERCIO,0.5616438356164384,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,23.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
53,fce916eda8352976fde45d790bdc0898e6df1649d84ec73d1a4a348ddd039f9b,AM,OUTROS,COMERCIO,16.273972602739725,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,23.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
54,a5feb3a3afbcee6634a01e238b32c96bc070ca5c5a45d0ff10fb29c3404df217,PI,OUTROS,COMERCIO,11.112328767123287,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,24.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
55,5e0dc52277e30c08cf1f616ee753fabc986b8c29710250a04b4c990f12ef5c92,MA,ENTIDADES EMPRESARIAIS,INDUSTRIA,10.43013698630137,SIM,INDUSTRIAS DE TRANSFORMACAO,AZUL,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
56,8bcb5b79a16e520a2856a177c7d392397dc308134ba8ce69d9573bf729f9796c,PI,OUTROS,COMERCIO,6.0931506849315085,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,48.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
57,ba804243794a6b5b94d0877d55c4aea72db7932c92a551ecd96515c6684064ce,MA,ENTIDADES EMPRESARIAIS,COMERCIO,10.063013698630137,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
58,65ed01d715525139c8eba232100425a81d6f76ee4c7dcb9edbec999be82fa0ab,RN,ENTIDADES EMPRESARIAIS,COMERCIO,4.920547945205478,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,50.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
59,cc829430552a38607ced5837df71617a8e461a3bec72e97f7cc411dde7e594a4,PI,OUTROS,COMERCIO,1.4876712328767123,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,9.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
60,20692c6153444e1ae5008d0df10a11cd28ac2815639964c7a9937121aa5efe2d,MA,OUTROS,COMERCIO,7.663013698630137,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,23.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
61,48154785fecbdbfad629758adcb2fd3231aaa8b874ef8e9cb3e94bd85941f9f8,PI,OUTROS,COMERCIO,8.391780821917807,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",123638.4
62,b788cced85dc8ad7f33df1b6d5871d3e30582eba82f4147423719d29b977d426,MA,OUTROS,COMERCIO,24.65753424657534,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,23.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
63,d43c91cebbbd8cf2b305111f14ec83711c9eccc68e6c6c04b21532840f53dee7,MA,ENTIDADES EMPRESARIAIS,COMERCIO,30.887671232876716,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,LARANJA,22.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
64,6fd05c966ca466896b74a0e10a0a67fe1f95810fbfc04714a99c880f32f19844,RN,OUTROS,COMERCIO,2.271232876712329,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,24.0,ALTA,"ATE R$ 81.000,00",50000.0
65,334606a197541d23118018ca9f49271f6795aee4f3e9667163947b862cb659b0,PI,OUTROS,COMERCIO,1.4684931506849317,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,9.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
66,32c43e47b2daf8f9a3176266ac0e9ab3de8fdbcb3b45ef906a8ea35927050ed3,PI,OUTROS,COMERCIO,4.808219178082191,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,48.0,MEDIA,"ATE R$ 81.000,00",50000.0
67,1b4ae7ec9748fdd5d11f8ce47e04028a3788d5967ec7d66b94ca5086ac6d6ec9,PI,OUTROS,COMERCIO,22.32054794520548,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,LARANJA,24.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
68,b5065c017558e45d9fe978a8392171eba7bb3d42f4531cfecb0c8a66b2d95c4e,RN,OUTROS,INDUSTRIA,0.3671232876712329,NAO,INDUSTRIAS DE TRANSFORMACAO,CINZA,23.0,MEDIA,SEM INFORMACAO,210000.0
69,da2e8d00a2a0e551d33f566287de478166a5cfa224a123afb40c6ce8c43908e7,MA,OUTROS,COMERCIO,5.597260273972603,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,23.0,MEDIA,"ATE R$ 81.000,00",50000.0
70,3da19874178c3df13eb26187e5438c4608a3dfca43bc7886d160b41ae11fc3b5,RO,OUTROS,COMERCIO,27.93150684931507,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,48.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",185457.6
71,fdd5fc4e54d537cf3c6932bef7fe97374713b9d4d601bc5b33be1146c6c50cf6,MA,OUTROS,COMERCIO,22.279452054794522,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,LARANJA,24.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
72,8bf9b8043991c418e97721eff8d2e84a72d69d237c9246133b3c01a057874a29,RN,OUTROS,COMERCIO,1.2931506849315069,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,7.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
73,04733e715bb250f821843f81fd1c7aa310c43242899d5181d242236693a2698e,RN,ENTIDADES EMPRESARIAIS,COMERCIO,2.3123287671232875,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,25.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",185457.6
74,187f3b0cd730f78d0535b294b5043a2110fe50bd51b1f538d5aae0930ba00583,RN,OUTROS,INDUSTRIA,1.336986301369863,NAO,INDUSTRIAS DE TRANSFORMACAO,VERDE,8.0,ALTA,"DE R$ 1.500.000,01 A R$ 4.800.000,00",2936412.0
75,cc72dbac2fb4b8bbb08974296a805252184c13f1c289701e405501402ca867ee,PI,OUTROS,COMERCIO,9.202739726027398,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,24.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
76,90142009354bb84542af67bfaaf94d4e78a2fa0f1058bfef59f25b2a831ce298,PI,OUTROS,COMERCIO,15.991780821917805,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,26.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
77,1c92be4725bf594b5a133bde1b42fc05a69349825e1983a61db101c9fd8c0d2f,RN,OUTROS,COMERCIO,3.9780821917808216,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,22.0,ALTA,"ATE R$ 81.000,00",50000.0
78,911cdae516f43beed1e7e6e8b7781adeb306f03e1246c8a99dee832fd510d825,MA,ENTIDADES EMPRESARIAIS,INDUSTRIA,12.876712328767125,NAO,INDUSTRIAS DE TRANSFORMACAO,VERDE,21.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",154548.0
79,337601c31f87b8469f2d48603e438597e91c52ce772a4b00fb58d4b00e665554,AM,OUTROS,COMERCIO,3.191780821917808,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,22.0,MEDIA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
80,4c565b049273bf6e5021624c5f14508a80e1b4caf72481d3d15e8342bfe34b1f,RN,ENTIDADES EMPRESARIAIS,COMERCIO,8.597260273972603,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AZUL,26.0,ALTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
81,b643a5631c59016ee81de6219d31abdeda38ef7992e266f4c547b5ec519ca8d9,AM,OUTROS,COMERCIO,8.01095890410959,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,26.0,ALTA,"ATE R$ 81.000,00",50000.0
82,160046e34dae0f72ad2ba2d27828806691d299f058dc1542b3559a586d10c053,RO,OUTROS,INDUSTRIA,1.6821917808219178,NAO,INDUSTRIAS DE TRANSFORMACAO,CINZA,7.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
83,af81b73dae8afd94153a8d17cfea8717db8dda6039c8524fd5ce5c4cb00f9f95,PI,OUTROS,INDUSTRIA,4.569863013698631,SIM,INDUSTRIAS DE TRANSFORMACAO,AMARELO,50.0,MEDIA,"ATE R$ 81.000,00",50000.0
84,cc8cdd45664408ef91bf8aea03e8916a02778fbde133c360c16e3902c9aec107,MA,OUTROS,COMERCIO,1.389041095890411,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,CINZA,8.0,BAIXA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0
85,069b714f5a6d5910adb03b228a168369d1bf8f7843ab283f3d15a2f100d20c2a,PI,OUTROS,COMERCIO,3.6493150684931517,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,23.0,MEDIA,"ATE R$ 81.000,00",50000.0
86,92aaa89979b4d01eab9fb7fb3349e9d72beb1b5f228d103a91a1bd60ced713fc,PI,OUTROS,COMERCIO,1.7945205479452055,NAO,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,VERDE,19.0,MEDIA,"ATE R$ 81.000,00",50000.0
87,f44809e29d441d6b4ff70c7ea15aefdd6173122b8520212a8e80cb3a9dc941b4,AM,OUTROS,COMERCIO,5.9013698630136995,SIM,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,AMARELO,48.0,MEDIA,"ATE R$ 81.000,00",50000.0
